#1	
double tab1(40685, 2)
0	0
59.99999957	0
119.9999998	0
180	0
239.9999995	0
299.9999997	0
359.9999999	0
419.9999995	0
479.9999997	0
539.9999999	0
600.0000001	0
659.9999996	0
719.9999998	0
780	0
839.9999996	0
899.9999998	0
960	0
1020	0
1080	0
1140	0
1200	0
1260	0
1320	0
1380	0
1440	0
1500	0
1560	0
1620	0
1680	0
1740	0
1800	0
1860	0
1920	0
1980	0
2040	0
2100	0
2159.999999	0
2220	0
2280	0
2340	0
2400	0
2460	0
2520	0
2580	0
2640	0
2700	0
2760	0
2820	0
2880	0
2940	0
3000	0
3060	0
3119.999999	0
3180	0
3240	0
3300	0
3360	0
3420	0
3480	0
3540	0
3600	0
3660	0
3720	0
3780	0
3840	0
3900	0
3960	0
4020	0
4080	0
4140	0
4200	0
4260	0
4320	0
4380	0
4440	0
4500	0
4560	0
4620	0
4680	0
4740	0
4800	0
4859.999999	0
4920	0
4980	0
5040	0
5100	0
5160	0
5220	0
5280	0
5340	0
5400	0
5460	0
5520	0
5580	0
5640	0
5700	0
5760	0
5819.999999	0
5880	0
5940	0
6000	0
6060	0
6120	0
6180	0
6240	0
6300	0
6360	0
6420	0
6480	0
6540	0
6600	0
6660	0
6720	0
6780	0
6840	0
6900	0
6960	0
7020	0
7080	0
7140	0
7200	0
7260	0
7320	0
7380	0
7440	0
7500	0
7559.999999	0
7620	0
7680	0
7740	0
7800	0
7860	0
7920	0
7980	0
8040	0
8100	0
8160	0
8220	0
8280	0
8340	0
8400	0
8460	0
8519.999999	0
8580	0
8640	0
8700	0
8760	0
8820	0
8880	0
8940	0
9000	0
9060	0
9120	0
9180	0
9240	0
9300	0
9360	0
9420	0
9480	0
9540	0
9600	0
9660	0
9720	0
9780	0
9840	0
9900	0
9960	0
10020	0
10080	0
10140	0
10200	0
10260	0
10320	0
10380	0
10440	0
10500	0
10560	0
10620	0
10680	0
10740	0
10800	0
10860	0
10920	0
10980	0
11040	0
11100	0
11160	0
11220	0
11280	0
11340	0
11400	0
11460	0
11520	0
11580	0
11640	0
11700	0
11760	0
11820	0
11880	0
11940	0
12000	0
12060	0
12120	0
12180	0
12240	0
12300	0
12360	0
12420	0
12480	0
12540	0
12600	0
12660	0
12720	0
12780	0
12840	0
12900	0
12960	0
13020	0
13080	0
13140	0
13200	0
13260	0
13320	0
13380	0
13440	0
13500	0
13560	0
13620	0
13680	0
13740	0
13800	0
13860	0
13920	0
13980	0
14040	0
14100	0
14160	0
14220	0
14280	0
14340	0
14400	0
14460	0
14520	0
14580	0
14640	0
14700	0
14760	0
14820	0
14880	0
14940	0
15000	0
15060	0
15120	0
15180	0
15240	0
15300	0
15360	0
15420	0
15480	0
15540	0
15600	0
15660	0
15720	0
15780	0
15840	0
15900	0
15960	0
16020	0
16080	0
16140	0
16200	0
16260	0
16320	0
16380	0
16440	0
16500	0
16560	0
16620	0
16680	0
16740	0
16800	0
16860	0
16920	0
16980	0
17040	0
17100	0
17160	0
17220	0
17280	0
17340	0
17400	0
17460	0
17520	0
17580	0
17640	0
17700	0
17760	0
17820	0
17880	0
17940	0
18000	0
18060	0
18120	0
18180	0
18240	0
18300	0
18360	0
18420	0
18480	0
18540	0
18600	0
18660	0
18720	0
18780	0
18840	0
18900	0
18960	0
19020	0
19080	0
19140	0
19200	0
19260	0
19320	0
19380	0
19440	0
19500	0
19560	0
19620	0
19680	0
19740	0
19800	0
19860	0
19920	0
19980	0
20040	0
20100	0
20160	0
20220	0
20280	0
20340	0
20400	0
20460	0
20520	0
20580	0
20640	0
20700	0
20760	0
20820	0
20880	0
20940	0
21000	0
21060	0
21120	0
21180	0
21240	0
21300	0
21360	0
21420	0
21480	0
21540	0
21600	0
21660	0
21720	0
21780	0
21840	0
21900	0
21960	0
22020	0
22080	0
22140	0
22200	0
22260	0
22320	0
22380	0
22440	0
22500	0
22560	0
22620	0
22680	0
22740	0
22800	0
22860	0
22920	0
22980	0
23040	0
23100	0
23160	0
23220	0
23280	0
23340	0
23400	0
23460	0
23520	0
23580	0
23640	0
23700	0
23760	0
23820	0
23880	0
23940	0
24000	0
24060	0
24120	0
24180	0
24240	0
24300	0
24360	0
24420	0
24480	0
24540	0
24600	0
24660	0
24720	0
24780	0
24840	0
24900	0
24960	0
25020	0
25080	0
25140	0
25200	0
25260	0
25320	0
25380	0
25440	0
25500	0
25560	0
25620	0
25680	0
25740	0
25800	0
25860	0
25920	0
25980	0
26040	0
26100	0
26160	0
26220	0
26280	0
26340	0
26400	0
26460	0
26520	0
26580	0
26640	0
26700	0
26760	0
26820	0
26880	0
